"tag","text"
"real","OPINION: Upon #Saudi royal orders, the process of structural reforms continue in the Kingdom, which ends another year of a long path towards promoting economic and social transformation, writes columnist @SalmanAldosary:\n\nhttps://t.co/lLvh05t8JY"
"real","Saudi Market Daily Report 03/01/2019\nhttps://t.co/nrvnCappVc \n#Tadawul #Tasi #KSA #Saudi https://t.co/TgKQgfSJG1"
"real","#Saudi @KingSalman chaired the weekly session of the Cabinet (The Council of Ministers): that approve the organizational arrangements for #Space Authority. https://t.co/TUcgUt38B5"
"fake","@SaudiMOH \n\nKindly view the documentary below which highlights THE  HIDDEN DANGERS OF YOGA. \n#King #Salman eloquently states #Saudi Arabia “Represents the #Heart of the Arab &amp; Islamic World”. \nKindly watch the documentary and protect the Heart of #Islam. \n\nhttps://t.co/LNfoWAhDYQ"
"fake","Manchester United’s owners, the Glazer family, are set to meet with Saudi Arabia’s crown prince to discuss the pric… https://t.co/kBejeGuTBc"
"real","We in @SAFCSP are honored to launch the first #Saudi Coding Bootcamp, (https://t.co/ZttDsy14gi) an initiative aimed at giving 25 beginners an intensive four months course in the basics of programming."
"fake","Mohammed bin Salman Is Running Saudi Arabia Like a Man Who Got Away With #Murder\n\n#SaudiArabia #SaudiArabiaCrimes #JamalKhashoggi\n\nhttps://t.co/zrjuwURfe2 https://t.co/3HGl5Nixgm"
"fake","Activists are calling on Mariah Carey to cancel her upcoming performance in Saudi Arabia over the Kingdom’s alleged human rights abuses and jailing of women’s rights advocates https://t.co/iQsZw27pWV"
"real","#Netflix Has Blocked An Episode Of #Patriot #Act In The Kingdom For Violating #Saudi Laws \nhttps://t.co/pmjdNXIxpl https://t.co/HGCXYIEbSI"
"real","#Saudi peace forum to promote concept of #coexistence  https://t.co/VOGneW4aGq"
"real","PICTURES: #Saudi @KingSalman chaired the weekly session of the Cabinet (The Council of Ministers) https://t.co/FRjCdiMOz1"
"real","""We are not going through a crisis, we are going through a transformation,” says newly appointed #Saudi Foreign minister https://t.co/cJvSwW5omG"
"fake","The singer Mariah Carey has been criticised by women’s rights campaigners, who have accused her of helping to airbrush Saudi Arabia’s poor human rights record by agreeing to perform there. https://t.co/LySCh7n3y6"
"fake","Video: Saudi hit team spotted carrying bags containing #Khashoggi’s body parts\n\n#SaudiArabia #Turkey https://t.co/hrJbH0XsCN"
"real","The Two Holy Mosques Presidency signed a cooperation agreement with the #Saudi Ministry of Communications and Information Technology to upgrade technical and digital services at the mosques https://t.co/r4OesOpcsf https://t.co/04uAtswXDQ"
"real","#Krahenbuhl had signed an agreement with #Abdullah binAbdulazizAlRabeeah, Supervisor General of the King \n#Salman Humanitarian Aid and Relief Center, in support of #UNRWA’s core health, education and social services in 2018. \n\n#MNA #MNA_English #Anglophones #UNRWA https://t.co/AUwRoWlhn0"
"real","#Digitisation contract signed in #SaudiArabia for Two Holy Mosques 🇸🇦  | #Saudi #facman #smartcities https://t.co/gbQkKrTRqA"
"fake","Heavy gunfire in #Saudi Royal Palace in Riyadh.\nKing Salman evacuated. \nDid Saudi Arabia just experience an attempt… https://t.co/TM7OYptbMX"
"real","Crown Prince Mohammed bin Salman will launch today The National Industrial Development &amp; Logistics Program "" # NIDLP "" , the Kingdom largest and most impactful Saudi # Vision2030 Realization Program"
"fake","“Since Thailand is the Land of Smiles, of course we won’t send someone to their death."" -Thai immigration chief on #Saudi woman who fled her family @rahaf84427714\n\nhttps://t.co/6p43ed1ZQu"
"fake","BREAKING\n\nNewsweek | SAUDI FEMALE ACTIVIST SPARED DEATH PENALTY AMID OUTRAGE\n\n#IsraaAlGhomgham #Saudi https://t.co/RExl61eT6S"
"real","Saudi Arabia Announces Increased Crude Oil Reserves in Rare Release https://t.co/PUIK1eJHj9 via @WSJ with @donna_abdulaziz #OPEC #OOTT #Saudi"
"fake","#Saudi Arabia get maximum points after a dominating display against DPR #Korea ( 4-0 )\n#asiancup2019 https://t.co/Uet7ER1Bii"
"real","#Saudi women to be told of divorce by text message under new law. The new law was seen as a way to end secret divorces.\n https://t.co/4p0iv7K9uk"
"fake","MBS in touch with 'former' Saudi royal adviser implicated in Khashoggi murder: Washington Post https://t.co/bxuBPTUyCG https://t.co/AxPmTovtHa"
"real","The Supervisor of the #Saudi Development and Reconstruction Program for #Yemen Amb. Mohammed Al Jaber met Annie Slemrod @annieslem Middle East Editor at @IRIN News humanitarian news/analysis agency at #SDRPY HQ in Riyadh to discuss the program’s many initiatives. https://t.co/Mr5f5pJqfk"
"real","MBS League | Matchday 16\n\nFULL TIME\nAl-Ahli 5:1 Ohod \n\n⚽️⚽️⚽️⚽️⚽️ Djaniny (7', 15', 33', 65', 80')\n\n#AHLIFC \n#الأهلي_أحد https://t.co/cLNnGLE8Ot"
"real","MBS League | Matchday 16\n\nFULL TIME\nAl-Ahli 5:1 Ohod \n\n⚽️⚽️⚽️⚽️⚽️ Djaniny (7', 15', 33', 65', 80')\n\n#AHLIFC \n#الأهلي_أحد https://t.co/OtMddPpEKw"
"real","""Further raising the stakes for any such program are comments by Saudi Arabia’s powerful Crown Prince Mohammed bin Salman, who said last year the kingdom wouldn’t hesitate to develop nuclear weapons if Iran does."" https://t.co/1CgrVxNU3m"
"real","Whoa. #Netflix takes down an episode of @hasanminhaj's comedy show critical of #Saudi Arabia \n\nSaudi authorities ""made a request to take it down because it allegedly violated the kingdom's anti-cyber crime law."" By @ahmed  https://t.co/yEu0LMGYt0"
"fake","Loujain al-Hathloul, is 29 years old &amp; a courageous advocate for gender equality — so she is in a Saudi Arabian prison,&amp; reportedly our Saudi allies have tortured her, even waterboarded her. #human rights https://t.co/Lk1F9H1OIk"
"fake","The ongoing  #Saudi closing of Sana'a Airport aggravates the human disaster and makes paitients in front of death  https://t.co/rmZ3foZjrd"
"fake","He immediately begins discrediting the media &amp; filled it with his propaganda. His media only employs his lackeys. He calls the press the enemy of the people. Any opposing media &amp; press who criticize him are banned, even killed.\n\n#Acosta\n#Khashoggi\n\n➡️https://t.co/s14RBnqo1d https://t.co/p3yXE8RWG4"
"real","Placed on the tentative list to become a UNESCO Heritage Site, Rijal Alma in the #Asir region is strongly regarded as a must see in the region thanks to its historic value in the nation and its beauty! #KSA #Saudi #SaudiArabia https://t.co/IE6kFqHC6p"
"real","NEW YORK (AP) — Human Rights Watch: Jamal Khashoggi's son Salah and family have left Saudi Arabia, heading for US."
"real","#SDRPY recently distributed 200,000 #Saudi-printed textbooks to thousands of schoolchildren eager to learn in #Yemen 🇾🇪🇸🇦 https://t.co/hqpqXEKFXQ"
"fake","The #Saudi missiles destroyed Civilian construction like  Civil Airports  https://t.co/TUBGtEiWW2 #EndYemenSiege"
"real","A #Saudi #Doctor Made It To #Mount #Vinson Raking In Another Achievement While Honoring The #Kingdom\n#همتنا_كالجبال\nhttps://t.co/f9sGEi9KgW https://t.co/t9zF6kaTPk"
"fake","Saudi Arabia is about to judge NZ’s human rights record https://t.co/PyOiE9HSpk"
"fake","#Khashoggi's death was 'premeditated murder,' but @CIA chief dodges on MBS' role https://t.co/zE4PEDH5tE https://t.co/gT0IrOaF6o"
"real","Sisters Rotana, left, and Tala Farea, whose fully clothed bodies, bound together with tape and facing each other, were discovered on the... \nhttps://t.co/lI3PCfgnM4 https://t.co/KRzGKldJTb"
"fake","#Saudi soldier burns the  image of #MBS and described HIM as ""Israeli dog"" https://t.co/zMFTV1AQzu"
"fake","The unsuccessful whitewashing of Saudi Prince Mohammed bin Salman's image as peacemaker https://t.co/CoXwtdxgGV https://t.co/qZnGSG3Cq0"
"fake","A ten-year-old #Saudi died and two other Saudi #children were wounded  seriously as a mine, swept into the Saudi territory from the #Yemeni side by the recent torrential rains, exploded here wreaking havoc. — #Houthis https://t.co/t8Q2I5y5nq"
"real","#SaudiArabia’s #KingSalman bin Abdulaziz Al Saud has sent a written message to Sheikh Sabah Al-Ahmed Al-Jaber Al-Sabah, Emir of #Kuwait\n\nhttps://t.co/YJh1AdXuxL"
"real","News from the #oil patch as #Saudi energy minister @Khalid_AlFalih speaks at @ACGlobalEnergy in #AbuAhabi — markets underestimate #OPEC + output cuts, no need for early meeting, shale won’t give stability https://t.co/f3tpm7kEyc"
"real","#Saudi #KingSalman bin Abdulaziz and Crown Prince #MohammedbinSalman congratulated #Bangladesh’s new Prime Minister #SheikhHasina for winning the elections\n\nhttps://t.co/4AACYlYTGd"
"fake","Millions of civilians wonder the silence of the #UN due to closing Sana'a airport by coalition led by #Saudi !!"
"real","This is what I call transparency, the Kingdom has nothing to hide in regards to the unfounded allegations in @nytimesworld about the recruitment of children .. hence the invitation to see themselves that there is no such things #fakenews #fakemedia #accusition #sudan #saudi https://t.co/KWA3xm0pAS"
"fake","Mariah Carey and Saudi Arabia's dismal human rights record https://t.co/ZBVCCdaF4X https://t.co/VO3vkBiNuJ https://t.co/t2BHhhzon0"
"fake","#Saudi kills civilians in #Yemen &amp; blocks wounded from getting medical treatment abroad.  #EndYemenSiege"
"real","The Archaeological Site of Al-Hijr (Madâin Sâlih) is the first World Heritage property to be inscribed in Saudi Arabia. Formerly known as Hegra it is the largest conserved site of the civilization of the Nabataeans south of #Petra in Jordan.\n#saudi #SaudiArabia #unesco #heritage https://t.co/zDKKMzV8NK"
"real",":: The president of the Inter-Parliamentary Union (IPU), Gabriela Cuevas Barron, on Tuesday called on King Salman at his palace in Riyadh. She lauded the efforts of... https://t.co/EmXRj8Iw6o"
"real","Falconers from around #Saudi Arabia came to Courtyard by Marriott #Riyadh on Friday to register for the King Abdul Aziz Festival of #Falconry https://t.co/hMkpsSjg6r https://t.co/SEQxfcuNqT"
"fake","Zlatan returning to United, and club being sold to Saudi Arabia. International week it is then."
"real","The Saudi Crown Prince Mohammed bin Salman is lifting restrictions on women and allows them to occupy jobs that were limited to men, currently women attend public events and participate in all activity #we_love_mbs"
"fake","UNCONFIRMED REPORTS #SAUDI KING SALMAN HAS FALLEN VERY ILL: SOCIAL MEDIA. #OOTT"
"real","Nasdaq #Dubai launches futures trading on shares of #Saudi companies in milestone for investors in Middle East \nhttps://t.co/rkwMX44gBW https://t.co/S6VywjCL3D"
"real","#Saudi's Prince Faisal and Yanbu Aramco Sinopec Co sign agreement for Madak school in Madinah 🇸🇦 | #SaudiArabia #construction https://t.co/WWSuyZ9sKc"
"real","In #Riyadh .@SecPompeo will meet w/ #Saudi leaders to discuss key bilateral &amp; regional priorities incl. Yemen, Iran &amp; Syria. https://t.co/txtfZmrsn9"
"real","#Saudi developer of Jabal Omar secures $135-million sukuk from #Dubai's Shuaa 🇸🇦🇦🇪 | #construction #realestate https://t.co/ZLApo2QMpK"
"real","The #Saudi ambassador to #Yemen Mohammed bin Saeed Al-Jaber has accused some #UN organizations of silence regarding crimes and violations by #Houthi militias, including stealing and hindering the distribution of humanitarian aid to the #Yemeni people https://t.co/8jtH8uEZkN https://t.co/shhg0smXZx"
"real","The labor #court in Jeddah forced a company to compensate a female #Saudi employee who was sacked from her #job unjustly. https://t.co/ouUczXrywX"
"real","#Digitisation contract signed in #SaudiArabia for Two Holy Mosques 🇸🇦  | #Saudi #facman #smartcities https://t.co/Gu84bhHFSo"
"real","#Saudi Ambassador to #UnitedStates Prince Khalid bin Salman posted a series of tweets on Thursday discussing #Houthis’ recruitment of children in Yemen:\n\nhttps://t.co/29eA1DnwAM"
"fake","#UN there is now the need to put in place measures that will allow easy access to the consulates through the creation of an international consulate government; so as to quickly preserve evidence,as in the case of #khashoggi,and thereby strengthening the consulate. #GlobalPeace"
"real","#Saudi national petroleum company Saudi Aramco buys out 50% stake of #German partner in rubber joint venture. \n\n#MNA #MNA_English #Anglophones #Saudi https://t.co/YcDEdTpK0w"
"real","#Saudi mother of Badr al-Rasheedi could not control herself when she saw his photo among other Saudi martyrs on a wall of honor erected in #Hail to commemorate their sacrifice:\n\n.https://t.co/pdEVyS4qQS"
"fake","With $425 billion mega plan, Crown Prince #MohammedbinSalman wants #SaudiArabia to move on from Jamal Khashoggi murder https://t.co/rZd34G6cxZ"
"real","#Saudi ⁦@KingSalman⁩ approves raft of measures to improve quality of #health services.  https://t.co/j9ri27xsMp"
"fake","@ismailadnan20 Take over Manchester United by saddling the club with huge debt, make billions from it by handing it… https://t.co/9WHlrYaKaR"
"real","Fastest #Saudi #GDP growth since early 2016 https://t.co/ieQGs3vAxS"
"real","A new mega #entertainment complex has been launched in Riyadh by #Saudi  Entertainment Projects company — a fully owned unit of Saudi’s Public  #Investment Fund (PIF). https://t.co/tENjddHV6H"
"real","#SaudiArabia’s stock market jumped in early Sunday trade on positive investor sentiment, higher oil prices and solid gains by blue chips, led by Al Rajhi Bank which announced a capital increase, while other markets rose slightly:\n\nhttps://t.co/GuAaMbI1XW"
"fake","Heavy gunfire reported near Royal Palace in #Riyadh #SaudiArabia . Conflicting unconfirmed social media reporting a… https://t.co/Zx8yt4oWfu"
"fake","BREAKING: Unconfirmed reports suggesting Saudi King Salman is very ill and possibly dying, Saudi Palais on high ale… https://t.co/jUlItxsTnW"
"real","#Saudi Aramco becomes full owner of @LANXESS specialty chemicals firm https://t.co/yWToincWT3"
"fake","The #Saudi uses in this war every illegal means including closing of Sanaa airport https://t.co/0yUW7Ybph5 #EndYemenSiege"
"real","Ahad Almutairi, a Saudi female from the University of Princess Noura bint Abdulrahman, received second place  in the Riyadh Hackathon, NASA's Global Space Applications Challenge.\n\nWe are truly proud of u 🇸🇦🇸🇦🇸🇦 \n@NASA #Saudi #Hackathon #space #challenge #saudifemale #saudiwomen"
"real","#WashingtonPost has allowed #Khashoggi to write, and they knew that he represented country of #Qatar opinion !!! https://t.co/AmUQ1JCSfw"
"real","Nasdaq #Dubai #Saudi Futures is live and the first trades has been executed by Al Ramz Capital, Integrated Securities and Mubasher https://t.co/Svgbuij9Jh"
"real","King Salman receives president of the Inter-Parliamentary Union https://t.co/EmXRj8Iw6o https://t.co/2fKivH64r7"
"real","#Saudi government and private sector entities in #Makkah are providing first-class services to the worshippers under the supervision of #Makkah Gov. Prince Khalid Al-Faisal and his deputy, Prince Badr bin Sultan https://t.co/IjeLp50B2a https://t.co/TEFHSFxnTd"
"real","#Saudi Arabia is undergoing rapid social and economic transformation through @SaudiVision2030, developing new sectors including #entertainment and #tourism\n\nLearn more: \nhttps://t.co/eWaq1kez3V\n\n#InvestSaudi #Davos2019 #WEF19 https://t.co/DltAq3oBPN"
"real","#SaudiArabia participated in G20 summit with leadership of #CrownPrince #MohammedBinSalman #MBS as one of the countries that it has strong economy https://t.co/o6i80n5CVy"
"real","#Saudi music festival spotlights pre-Islamic heritage\n\nOur @AFP report from Al-Ula\n\nhttps://t.co/3j8cmLr5xY https://t.co/4DjDKcwEmG"
"real","According to #Saudi ministry of justice; mediation reports are considered enforcement documents. https://t.co/lWtNG9GSfF"
"fake","Some companies in #Saudi Arabia refuse to hire women who wear the face-covering niqab.\n\n""This is a clear discrimination against women in the workplace,"" says National Society for Human Rights chief Mufleh Al-Qahtani. @Saudi_Gazette \nhttps://t.co/F5Iq3lmlzJ"
"fake","Intsar  died of leukemia,she got a visa to travel but  there is no  plane . Sanaa Airport is closed by  the #Saudi - led coalition https://t.co/ZiDEgHQ9NL #EndYemenSiege"
"real","On Thursday, Saudi King Salman ordered a reshuffling of his cabinet, replacing al-Jubeir with former longtime Finance Minister Ibrahim al-Assaf. https://t.co/AQCJ19QPsF"
"real","An aid convoy loaded with school supplies entered the #AlWadiah land crossing from #Saudi to #Yemen today 🇸🇦🇾🇪 https://t.co/5WCng8BBDw"
"real","#Canada , for pure political reasons, decided to give #Rahaf an asylum just because she is a Saudi national. Canada's move motivated by revenge from Saudi due to last tensions between the two. It has nothing to do with human rights whatsoever ."
"real","#Saudi adventurer Badr Al-Shibani has set off to climb Vinson Massif, the highest peak in #Antarctica at 4,892 meters, facing temperatures as low as 40 degrees Celsius below zero https://t.co/xfXobkuAlp https://t.co/91mPGUBBrh"
"real","Recently the #WashingtonPost has admitted that their is a source who's writing #Khashoggi's articles, and it was Maggie Salem  the executive director of #Qatar foundation. She was like ""The ghostwriter"".  @LizSly @LovedayM https://t.co/6Aw1r6eVLD"
"real","#Saudi Aramco has reportedly finalised a procurement deal with #Russia's Novomet 🇷🇺🇸🇦 | #engineering #oilandgas | @Novomet_Perm @Saudi_Aramco https://t.co/3mRhxKYTN8"
"real","#Saudi Aramco has reportedly finalised a procurement deal with #Russia's Novomet 🇷🇺🇸🇦 | #engineering #oilandgas | @Novomet_Perm @Saudi_Aramco https://t.co/kortWIpENu"
"fake","Saudi Prince Mohammed Bin Salman To Visit Pakistan, May Announce $15 Billion Investment: Report - NDTV https://t.co/25TYnxGCSc"
"real","#Australia’s government said Wednesday that it will assess the resettlement case of a #Saudi woman who fled from her family now that the United Nations has deemed her a refugee, taking her quest for asylum a step forward.\n\nhttps://t.co/c8IAKCKbGh"
"real","#SaudiArabian prosecutors is seeking the death penalty for five of the 11 suspects detained over the murder of journalist #JamalKhashoggi, the state news agency #SPA said on Thursday, as a #Saudi court held a first hearing on the case.\n\n#MNA_English \n#MNA \n#Anglophones https://t.co/YRSsjv6NCX"
"fake","Mohammad Bin Salman has not been seen in public since the king’s palace shooting in April, the incident prompting s… https://t.co/G1MqoiUmff"
"real","#Bahrain allowed the entry of #Saudi citizens to its lands without border procedures on the occasion of the school holiday\n\nhttps://t.co/XuomhIZVjD"
"real","King Salman receives dignitaries in Riyadh https://t.co/mvIp4pn69k https://t.co/MHEQoJzhIH"
"real","Saudi Crown Prince Mohammed bin Salman plans to launch a $425 billion infrastructure plan on Monday https://t.co/M2XmcJ42xs via @markets by @A_DiPaola17"
"real","#Saudi German Hospital likely to post 26% profit slump in Q4 2018, data compiled by Argaam shows https://t.co/wGzJYwNhyP #healthcare https://t.co/sZMrmXNmu9"
"fake","#AlHilalVsAlRaed \n#MBS_ProLeague \n\n#AlHilal (0) - (0) Al-Raed https://t.co/2v08tCGD7f"
"real","From toy drone being shot down to attempted coup,  now im reading an attack by #Houthi group. Rumours that the vide… https://t.co/GGRQWhHalP"
"fake","Mariah Carey performed in concert in Saudi Arabia Thursday night, despite calls to cancel the show over allegations of human rights abuse in the country https://t.co/7JqcLNaTDd https://t.co/ancCsdTVZT"
"real","#Riyadh | #CrownPrince Mohammed bin Salman and U.S. Secretary of State @SecPompeo discussed areas of strategic partnerships between the two countries 🇸🇦🇺🇸 https://t.co/VAiiwmWeey"
"fake","The #Saudi -Blockade on Sana'a Airport makes Millions of Civilians in a prison without any fualt   #EndYemenSiege"
"fake","Earlier this week Saudia Arabia executed Tuti Tursilawati, a Filipina domestic worker who a human rights group says killed her employer while defending herself from sexual assault. https://t.co/52FKhdnMtc"
"fake","Mariah Carey performs in Saudi Arabia despite calls for boycott over human rights concerns | World News | Sky News https://t.co/NU76L0GNuy"
"fake","Mohammed bin Salman murders reporters and abuses women https://t.co/LPUvRYB3Og"
"real","#BREAKING(MNA)--#Saudi teen who fled family will leave Thailand for Canada on Friday night - Thai immigration chief. \n\n#MNA #MNA_English #Anglophones https://t.co/2b7MTpyqkd"
"real","#Saudi delegation explores investment avenues in #Pakistan’s Port of #Gwadar https://t.co/n834gdmzYp"
"fake","The #WashingtonPost have admitted the massive support my #Qatar to use #Khashoggi articles to send messages by his name through his articles https://t.co/V5kTyAbhDC"
"fake","https://t.co/npIDaF9kDD\nSaudi King Salman very ill, in ICU.\nSaudi Arabia's King Salman bin Abdulaziz Al Saud is rep… https://t.co/6S0da8cDua"
"real","Here is how #Saudi courts are prepared with an instant translation in different languages. https://t.co/XHKvIejSFy"
"real","The owners of @ManUtd, the Glazer family, have no plans to sell the club despite reports the Crown Prince of Saudi… https://t.co/mrOdJkCmf8"
"fake","#UN believes #MbS prime suspect in #Khashoggi murder: #Turkish official\n\nhttps://t.co/6ulSoKdih5 https://t.co/6ulSoKdih5"
"real","Baker Hughes wins three-year #Saudi Aramco contract that will create 200 engineering #jobs 🇸🇦 | #SaudiArabia #careers https://t.co/0v0shsd2tq"
"real","King announces plans to set up Saudi Space Agency\nhttps://t.co/AMukblubwW #Saudi #KSA"
"real","In 2018 Saudi Arabia witnesses an unprecedented achievements after choosing MBS as the crown prince #منح_الجامعة_العربية_المفتوحة"
"real","Saudi Arabia responded by freezing new trade and investment deals, suspending flights to Canada, reassigning students studying there and expelling Canada's ambassador to Saudi Arabia, while recalling its own. https://t.co/XqPo2NkRew"
"real","Sanad Mohammed bin Salman will launch the ""Sanad of marriage"" initiative in pursuit of the principles of family stability, urging young people to marry and motivate those who are unable to enable them to build their families and achieve happiness for them.\n\n#MBS\n#SaudiArabia https://t.co/eELcgm3amk"
"real","Minister of Tolerance receives #Saudi's Shura Council delegation\nhttps://t.co/dQ2A3Bvimg\n#Sharjah24 https://t.co/EIylTWXVPo"
"real","#Saudi woman held at #Bangkok airport says fears death if repatriated\n\n#MNA_English \n#MNA \n#Anglophones https://t.co/OysRQG0SWH"
"real","A number of #Saudi female lawyers have said the new system introduced by the Justice Ministry to notify married #women through SMS in case of divorce, will put an end to situations where women are the last ones to know about their latest marital status\n\nhttps://t.co/HBpWEWYzQJ"
"real","A number of #Saudi female lawyers said the new system introduced by the Justice Ministry to notify married women through SMS in case of divorce, will put an end to a situation where the women are the last ones to know about their latest marital status:\n\nhttps://t.co/HBpWEWGYs9"
"real","A Huge #Golf #Tournament Is Coming To #Saudi This #Month And Several Big Names Have Already Signed Up For It\nhttps://t.co/F0zEZzDzp8 https://t.co/JzJsKE1z0U"
"real","Pompeo spends 45 minutes with Crown Prince Mohammed bin Salman in Saudi Arabia – NBC News. https://t.co/h6Xu2vWqfj Via https://t.co/jVghuki52X"
"real","#Construction on #Saudi Arabia's 334-sqkm Qiddiya to begin in 2019, CEO confirms 🎡🇸🇦 | #SaudiArabia | @qiddiya https://t.co/DF4gCY0v4M"
"real","BREAKING: #Saudi General Prosecutor: Eleven accused appeared in court in #JamalKhashoggi killing case https://t.co/zydX7hRKT3"
"real","Turkey took control of the story after the killing as a major source to the media, #Qatar supported its side of the story and the two countries made great efforts to use the incident to attack #Saudi &amp; its relationship with the US in particular.\n#WashingtonPost\n#Khashoggi https://t.co/BcKz0Jl6yQ"
"fake","""Some journalists can service and bolster oppressive power, without ever being held to account themselves.""\nhttps://t.co/Qfdvx4gC7I"
"real","Volatility in oil prices casts shadow over 2019 outlook\n\n#ArabNews #Weekly_Energy_Recap\n1st independent #energy market analysis in #Middle_East\n\n#OPEC #Oil #CrudeOil\n#OilPrice #OilandGas #Oil #GIQ\n#Saudi #Aramco #OOTT #SPAGOV\n#Faisal_Mrza\n\n@ArabNews\n\nhttps://t.co/TEgFh1Q2Ag"
"fake","#Pakistan's relations with many #countries had been improved further due to successful #diplomacy of the incumbent Govt, #Saudi rulers would visit Pakistan on Feb 18 &amp; there would be more engagements between the two brotherly countries: FM #ShahMehmoodQureshi \n\n@ForeignOfficePk https://t.co/ekcSKRzkjI"
"real","As part of #Saudi efforts to control drone usage in the kingdom, all drones must be registered and each flight also requires permission. ""How quickly GACA can approve those requests will be seen in the coming days and weeks."" https://t.co/o0X1dDnO21"
"real","📋 #AlHilal starting XI and Subs for #AlHilalVsAlRaed in \n#MBS_ProLeague https://t.co/HOqDJf8OYL"
"fake","Saudi women activists are being held in jail, tortured and threatened with rape. Join the call to celebrities like Jay-Z, Trevor Noah, and more to join the cultural boycott of Saudi Arabia, and bring an end to this crazy crackdown on human rights! https://t.co/rtNJlPjuka"
"fake","Heavy gunfire in #Saudi Royal Palace in Riyadh. King Salman evacuated. Did Saudi Arabia just experience an attempted coup?"
"real","We are targeting both school leaders and teachers in Int. Schools to share their knowlege, experineces, and challenges #education #Saudi #schools"
"real","#Saudi Arabia announces rise in #oil reserves after external audit #OOTT  https://t.co/iAxtpuG8WP"
"real","#SaudiArabia announced it will launch a giant #entertainment complex complete with cinemas, live performance venues and sports facilities to be built in #Riyadh #Vision2030 \n\nhttps://t.co/piJx4O8ntA https://t.co/7aTmxyedwC"
"fake","Oldest #photo taken of King Salman; King of #Saudi Arabia, with his Father King Abdulaziz Al-Saud; the founder and Unifier of The Kingdom 80 years ago. \n-\n\n#KingSalman\n#MBS https://t.co/4xI3vlBYwK"
"real","#Saudi Aramco has reportedly finalised a procurement deal with #Russia's Novomet 🇷🇺🇸🇦 | #engineering #oilandgas | @Novomet_Perm @Saudi_Aramco https://t.co/U90PzV4JTA"
"real","Al falih says: the kingdom has the lowest production cost in the world and wells in the kingdom on average produce 10 times more than the industry average #OOTT #saudi"
"real","#AFP: Buthaina's life changed drastically since last year -- orphaned in #Sanaa, the little girl ended up in #Saudi for medical care and has just returned to #Yemen's capital.\nHer parents, 4 sisters, bother and uncle, died in an air strike.\nhttps://t.co/kY8XmcgM69 @AFP @AFPphoto https://t.co/2NQKUNNE5C"
"real","BREAKING: #Saudi @KingSalman renews guidance to ministers and officials in line with the implementations of projects contained in the budget, in the interest of continuing to work towards the achievement of comprehensive #development in all regions of the Kingdom. https://t.co/o1TWInSczO"
"real","Pompeo spends 45 minutes with Crown Prince Mohammed bin Salman in Saudi Arabia – NBC News. https://t.co/6sNQyxychJ Via https://t.co/jVghuki52X"
"real","Recently, Saudi Arabia warned its citizens that ""sharing or spreading rumors or fake news that might affect public… https://t.co/8lV8KvRFBJ"
"real","ICYM #Saudi woman facing deportation by Thailand after fleeing family https://t.co/gBT0ADK0qM via @bpolitics"
"fake","Why Women Flee Saudi Arabia: Daily Brief: Human Rights Watch https://t.co/GAxWVLXY8r | More w/ Eco-Search: https://t.co/RjcRVNRCIF"
"real","WATCH: #Saudi man drew attention on social media by playing and talking to #animals https://t.co/qUzUJeomWT"
"real","@AlJanadriaFest |#SDRPY Supervisor, #Saudi Amb. to #Yemen Mohamed AlJabir: Development outcomes revolve around improving the standard of life, community security and income through agricultural and vocational production along with the financial services policies efficiency. https://t.co/S7F7GPidmc"
"fake","Why doesn't the reporter dig deeper into why Turkey encouraged #Khashoggi to enter consulate even tho Turkey knew, thru listening devices, that a confrontation was planned? Why did Turkey allow alleged killers' planes to land &amp; then take off? They knew all the time. Complicity! https://t.co/NXbq5ZJkFe"
"real","#happeningnow\nThe anniversary of the pledge of allegiance to King Salman Al Saud, under the patronage of the Rector Dr. Huda Al Ameel. #pnu https://t.co/SJrcKUfEdT"
"real","Heavy gunfire near Saudi King’s palace in Riyadh. The shooting erupted when the palace guards targeted a small dron… https://t.co/SiWExfm5s0"
"fake","Saudi women activists are being held in jail, tortured and threatened with rape. Join the call to celebrities like Jay-Z, Trevor Noah, and more to join the cultural boycott of Saudi Arabia, and bring an end to this crazy crackdown on human rights! https://t.co/D7pR8xrCqL"
"real","The #Saudi Development and Reconstruction Program for #Yemen was delighted to begin distribution of nearly 200,000 books to #Yemen-i school children in December. https://t.co/qIO0FbfYnC"
"real","PICTURES: Newly appointed Princes, ministers and members of the Shura Council take their oath in front of #Saudi @KingSalman https://t.co/QKBENDaF3C"
"real","#Saudi woman seeking asylum 'under the care' of UN agency: #Thailand official https://t.co/sYL96oeanO"
"real","#Saudi #PIF entertainment company plans to build leisure complex in #Riyadh https://t.co/JWiaQ7JX2Q"
"real","#Images #reveal #dramatic #facelift of #Awamiya in #Saudi’s #Eastern’s #Province \n\nContinue reading at https://t.co/CFB0OSppNC | #Gulflance"
"real","Saudi Market Daily Report 07/01/2019\nhttps://t.co/ezsb3VkM24 \n#Tadawul #Tasi #KSA #Saudi https://t.co/jdJFJw8Uzt"
"real","🔴We confirm that Dr. Ruqqayya al-Muhareb (a famous #Saudi University Professor) was subjected to a secret trial in which the General Prosecution asked for DEATH PENALTY against her because of false accusations. https://t.co/mbtMfrlurU"
"real","Saudi Market Daily Report 31/12/2018\nhttps://t.co/BiNR80yJCG \n#Tadawul #Tasi #KSA #Saudi https://t.co/g1phuw1rzf"
